"Team","Wins","Losses","Distribution"
"Montana State","0","1","0.000465543477968776"
"Chattanooga","0","1","0.000453220607222821"
"James Madison","0","1","0.00043721378220003"
"Richmond","0","1","0.000396295726353651"
"Morgan State","0","1","0.000391175246040885"
"Liberty","0","1","0.000388703592021558"
"Northern Colorado","0","1","0.000380434029570451"
"Bethune-Cookman","1","0","0.000378272104957514"
"North Carolina A&T","0","1","0.000368154640105956"
"Western Illinois","0","1","0.000365437877730134"
"Murray State","0","1","0.000348804370702707"
"Youngstown State","0","1","0.000348758060550116"
"Stephen F. Austin","0","1","0.000341876109448376"
"Virginia Military Institute","0","1","0.000339980797674423"
"Edward Waters","0","1","0.000338577517632041"
"Western Carolina","0","1","0.000322355273253572"
"Appalachian State","0","1","0.000317537693794042"
"Tennessee State","0","1","0.000297966975505951"
"Missouri State","0","1","0.000289948043215882"
"Indiana State","0","1","0.000278404729318065"
"Virginia Union","0","1","0.0002325494630332"
"Sacramento State","0","1","0.000207935594436499"
"Tennessee-Martin","0","1","0.000200423770130131"
"Savannah State","0","1","0.000186769016493624"
