"Team","Wins","Losses","Distribution"
"San Diego State","4","9","0.00745756017840188"
"Tulane","8","5","0.00741266465665651"
"Syracuse","4","8","0.00706527924972139"
"Utah","5","6","0.00703852485674489"
"Temple","4","8","0.00685461093129988"
"New Mexico State","7","5","0.00681110906048353"
"Stanford","2","9","0.0067442194912765"
"East Carolina","4","8","0.00672615525219813"
"Western Michigan","4","8","0.00669940320832667"
"Mississippi State","3","9","0.00669034756290264"
"Middle Tennessee State","4","8","0.00668972304848224"
"Nevada-Las Vegas","5","7","0.00665525013592263"
"San Jose State","6","7","0.00657898865100132"
"Brigham Young","5","7","0.00657202158901631"
"Duke","2","10","0.00652983411388296"
"Michigan State","4","8","0.00648298525164044"
"Vanderbilt","2","10","0.00645730397043638"
"North Carolina","3","9","0.00645168712667002"
"Memphis","3","9","0.00644236805085765"
"Ohio","4","8","0.00643643863739306"
"Nevada","5","7","0.00641629116527745"
"Houston","5","7","0.00632508399485026"
"Ball State","6","6","0.00625423532629316"
"Wyoming","2","10","0.00617941954949996"
"Akron","4","8","0.00613946686683104"
"Idaho","2","10","0.00606527641153033"
"Troy","4","8","0.0059875200423515"
"Alabama-Birmingham","5","7","0.00594621344059802"
"Louisiana Tech","4","8","0.00588538437343302"
"Indiana","3","9","0.00583160095923757"
"Rutgers","1","11","0.00557641974240864"
"Louisiana","3","9","0.00553714130318148"
"Arkansas State","6","7","0.00549925302344497"
"Northwestern","3","9","0.00547446690225722"
"Navy","2","10","0.00544226529383671"
"Utah State","4","7","0.00531520147389859"
"Central Michigan","4","8","0.00522834539072086"
"Rice","4","7","0.00518797869763745"
"Louisiana-Monroe","3","9","0.00494065272190103"
"Baylor","3","9","0.0049132821657283"
"Kansas","2","10","0.00483213472746949"
"Southern Methodist","3","9","0.00482805608340842"
"Buffalo","1","11","0.00466006629941269"
"Kent State","3","9","0.00463009674492636"
"Tulsa","1","11","0.00455730974591562"
"Army","1","11","0.0042690027045454"
"Eastern Michigan","3","9","0.00416589383222923"
"Texas-El Paso","2","10","0.00381506544253234"
"Northeastern","1","0","0.00117910150509496"
"Southeast Missouri State","1","1","0.00110669652031633"
"Citadel","0","2","0.00106391812755932"
"McNeese State","1","1","0.00102274386663714"
"Florida Atlantic","0","3","0.00100468115341842"
"Eastern Illinois","0","2","0.000934646572767233"
"Cal Poly","0","2","0.000847620165379866"
"Indiana State","0","2","0.000841890583234067"
"Florida A&M","0","2","0.000833787600656481"
"Western Illinois","1","0","0.000813301060521593"
"Villanova","1","0","0.000769286876546927"
"Montana State","0","1","0.000736923702958367"
"Liberty","0","2","0.000685554977460904"
"Montana","1","0","0.000658203848934708"
"Tennessee Tech","0","2","0.000650767896463643"
"Southern Utah","0","2","0.000616275062523816"
"Western Kentucky","0","1","0.000563667826276942"
"Lehigh","1","0","0.000551824788497996"
"Wofford","0","1","0.000524907444083535"
"Massachusetts","0","1","0.000500513339454883"
"Weber State","0","1","0.000498194123341461"
"Northwestern State","0","1","0.000498154103798245"
"Idaho State","0","1","0.000484306437341974"
"Holy Cross","1","0","0.000483933731746573"
"East Tennessee State","0","1","0.000479143952998718"
"Southern","0","1","0.000466244380204765"
"William & Mary","0","1","0.000456221009048064"
"Eastern Kentucky","0","1","0.000450198139601753"
"Nicholls State","0","1","0.000447592481221921"
"Northern Iowa","0","1","0.000402884527800897"
"Eastern Washington","0","1","0.00040144689117337"
"Southern Illinois","0","1","0.000363471022231098"
"Portland State","0","1","0.000357131699947559"
"Richmond","0","1","0.000354281653720168"
"Appalachian State","0","1","0.000346819763414665"
"Illinois State","0","1","0.00034049098242936"
"Northern Arizona","0","1","0.00033254118458468"
"Chattanooga","0","1","0.000315133403696483"
"Furman","0","1","0.000305856556518344"
"Tennessee-Martin","0","1","0.000305654791096256"
"Western Carolina","0","1","0.000297411152429264"
"Missouri State","0","1","0.000290956890219147"
"Texas State","0","1","0.000288531770334547"
"Sam Houston State","0","1","0.000288505828564374"
"Charleston Southern","0","1","0.000287155641303431"
"Jacksonville State","0","1","0.000272014143604756"
"Jackson State","0","1","0.00025430237761158"
"Austin Peay","0","1","0.000243438793175334"
"Rhode Island","0","1","0.000241253463932568"
"New Hampshire","0","1","0.000239307284996525"
"Murray State","0","1","0.000219983323130392"
"Samford","0","1","0.000199762751939791"
"Sacramento State","0","1","0.000184689998830405"
