"Team","Wins","Losses","Distribution"
"Central Michigan","3","9","0.00580724716055975"
"Purdue","4","8","0.00577391816152166"
"Wyoming","3","9","0.00565558555372636"
"Indiana","5","7","0.00560954890681698"
"Alabama-Birmingham","4","8","0.00558913560787212"
"San Jose State","1","12","0.0055890671691755"
"Texas-El Paso","6","7","0.00552158477118187"
"Vanderbilt","2","10","0.00533834255033799"
"Nevada-Las Vegas","2","11","0.00532646811004926"
"Marshall","5","7","0.00532170332349927"
"Colorado State","3","10","0.00522196970614284"
"Florida Atlantic","4","9","0.0051856054749595"
"Kansas","3","9","0.00513263967634475"
"Kent State","5","7","0.00508963151330982"
"North Texas","3","9","0.00505753893492754"
"Middle Tennessee State","6","7","0.00505506239305972"
"Louisiana-Monroe","5","7","0.00500372096639694"
"Rice","4","8","0.00494462691093167"
"Western Kentucky","2","10","0.00485294817895463"
"Tulane","4","8","0.0045872067438302"
"Bowling Green State","2","10","0.00452745419634385"
"Louisiana","3","9","0.00452420079702748"
"Ball State","4","8","0.00426523670065484"
"New Mexico State","2","10","0.00398542447051643"
"New Mexico","1","11","0.00381460226353238"
"Buffalo","2","10","0.00380957675919842"
"Memphis","1","11","0.00365033607550589"
"Akron","1","11","0.0035191877498025"
"Eastern Michigan","2","10","0.00344404832767506"
"James Madison","1","0","0.00131424904163051"
"South Dakota","1","1","0.000965094377766284"
"McNeese State","0","2","0.000927079029840072"
"Southern Utah","0","2","0.000868851383742164"
"Southeastern Louisiana","0","2","0.0008315283725925"
"North Dakota","0","2","0.000795999734181029"
"South Dakota State","0","1","0.000783574840456652"
"Tennessee Tech","0","2","0.00074862797252546"
"William & Mary","0","1","0.000741986997906144"
"California-Davis","1","1","0.000739279805026142"
"Jacksonville State","1","0","0.000717901097648168"
"Georgia Southern","0","1","0.000702951815917539"
"Montana State","0","1","0.000678375597009615"
"Portland State","0","2","0.000671194389591176"
"Weber State","0","2","0.000670604228666738"
"Northern Arizona","0","1","0.000653011545866802"
"Sacramento State","0","1","0.000649284472784878"
"Massachusetts","0","1","0.000648094693857266"
"Idaho State","0","2","0.000614821146074933"
"Furman","0","1","0.000614655516231456"
"Eastern Kentucky","0","1","0.000608409198442956"
"Eastern Washington","0","1","0.000587734859718359"
"Charleston Southern","0","2","0.000578686515731249"
"Virginia Military Institute","0","2","0.000562984492832569"
"Presbyterian","0","2","0.000549445471128757"
"North Dakota State","1","0","0.000521778343348525"
"Nicholls State","0","2","0.000517139895591745"
"Villanova","0","1","0.000515416789386404"
"Chattanooga","0","1","0.000514010308325045"
"New Hampshire","0","1","0.000485066511496813"
"Austin Peay","0","2","0.000468462688394876"
"Grambling State","0","1","0.000452400424225305"
"Eastern Illinois","0","1","0.000451797693215845"
"Liberty","1","0","0.0004444356725943"
"Missouri State","0","1","0.000429564085411421"
"Coastal Carolina","0","1","0.000428656256603792"
"Western Illinois","0","1","0.000425842885394025"
"Elon","0","1","0.000407759877431263"
"Cal Poly","0","1","0.000406747193215398"
"Alcorn State","0","1","0.000394802668582491"
"Southern Illinois","0","1","0.000374121586639873"
"Richmond","0","1","0.000371519579167158"
"Central Arkansas","0","1","0.000363758972819849"
"Maine","0","1","0.000359704173171204"
"Prairie View A&M","0","1","0.000356146535196628"
"Stephen F. Austin","0","1","0.000356111778853238"
"Appalachian State","0","1","0.000344810657600458"
"Gardner-Webb","1","0","0.000340523203030126"
"Youngstown State","0","1","0.000339991742415213"
"Western Carolina","0","1","0.000337973501829911"
"Citadel","0","1","0.000336682095708893"
"Sam Houston State","0","1","0.000336326042644799"
"South Carolina State","0","1","0.000335660729230966"
"Northern Iowa","0","1","0.000328146991587709"
"Northern Colorado","0","1","0.000327581107735882"
"Wofford","0","1","0.000315705977265855"
"Arkansas-Pine Bluff","0","1","0.000310396642734602"
"Georgia State","0","1","0.000305544981393588"
"Florida A&M","0","1","0.000300938423190272"
"Indiana State","0","1","0.000294711042892242"
"Northwestern State","0","1","0.000285054671024834"
"Colgate","0","1","0.000274170027528433"
"Samford","0","1","0.000269613163702062"
"Southeast Missouri State","0","1","0.000264653967418088"
"Norfolk State","0","1","0.000256299526703514"
"Illinois State","0","1","0.000252771605595495"
"Hampton","0","1","0.000242760252546322"
"Texas State","0","1","0.000238201554173789"
"Towson","0","1","0.000228778237043571"
"Stony Brook","0","1","0.000228291755949089"
"Murray State","0","1","0.000223529378817571"
"Tennessee-Martin","0","1","0.000214585373831878"
"Morgan State","0","1","0.000189816821977353"
"Rhode Island","0","1","0.000167311194202291"
"Texas Southern","0","1","0.000162459041150472"
